date,location,server,cluster,kpi
2024-01-29,Jaipur,AMD,10000000000009,70.12
2024-01-30,Jaipur,AMD,10000000000009,92.16
2024-01-01,Jaipur,INTEL,10000000000010,69.17
2024-01-02,Jaipur,INTEL,10000000000010,24.13
2024-01-03,Jaipur,INTEL,10000000000010,88.9
2024-01-04,Jaipur,INTEL,10000000000010,14.43
2024-01-05,Jaipur,INTEL,10000000000010,20.56
2024-01-06,Jaipur,INTEL,10000000000010,92.08
2024-01-07,Jaipur,INTEL,10000000000010,75.16
2024-01-08,Jaipur,INTEL,10000000000010,79.16
2024-01-09,Jaipur,INTEL,10000000000010,48.75
2024-01-10,Jaipur,INTEL,10000000000010,92.56
2024-01-11,Jaipur,INTEL,10000000000010,64.94
2024-01-12,Jaipur,INTEL,10000000000010,28.41
2024-01-13,Jaipur,INTEL,10000000000010,14.63
2024-01-14,Jaipur,INTEL,10000000000010,24.75
2024-01-15,Jaipur,INTEL,10000000000010,82.04
2024-01-16,Jaipur,INTEL,10000000000010,76.22
2024-01-17,Jaipur,INTEL,10000000000010,15.49
2024-01-18,Jaipur,INTEL,10000000000010,50.99
2024-01-19,Jaipur,INTEL,10000000000010,46.06
2024-01-20,Jaipur,INTEL,10000000000010,30.85
2024-01-21,Jaipur,INTEL,10000000000010,19.35
2024-01-22,Jaipur,INTEL,10000000000010,62.21
2024-01-23,Jaipur,INTEL,10000000000010,94.41
2024-01-24,Jaipur,INTEL,10000000000010,13.35
2024-01-25,Jaipur,INTEL,10000000000010,24.39
2024-01-26,Jaipur,INTEL,10000000000010,53.96
2024-01-27,Jaipur,INTEL,10000000000010,84.13
2024-01-28,Jaipur,INTEL,10000000000010,48.21
2024-01-29,Jaipur,INTEL,10000000000010,42.53
2024-01-30,Jaipur,INTEL,10000000000010,14.18
2024-01-01,Jaipur,INTEL,10000000000011,21.06
2024-01-02,Jaipur,INTEL,10000000000011,80.86
2024-01-03,Jaipur,INTEL,10000000000011,27.51
2024-01-04,Jaipur,INTEL,10000000000011,72.32
2024-01-05,Jaipur,INTEL,10000000000011,84.82
2024-01-06,Jaipur,INTEL,10000000000011,15.31
2024-01-07,Jaipur,INTEL,10000000000011,81.53
2024-01-08,Jaipur,INTEL,10000000000011,27.38
2024-01-09,Jaipur,INTEL,10000000000011,98.38
2024-01-10,Jaipur,INTEL,10000000000011,50.91
2024-01-11,Jaipur,INTEL,10000000000011,60.65
2024-01-12,Jaipur,INTEL,10000000000011,51.09
2024-01-13,Jaipur,INTEL,10000000000011,82.84
2024-01-14,Jaipur,INTEL,10000000000011,82.69
2024-01-15,Jaipur,INTEL,10000000000011,96.26
2024-01-16,Jaipur,INTEL,10000000000011,25.89
2024-01-17,Jaipur,INTEL,10000000000011,40.04
2024-01-18,Jaipur,INTEL,10000000000011,32.1
2024-01-19,Jaipur,INTEL,10000000000011,78.63
2024-01-20,Jaipur,INTEL,10000000000011,21.83
2024-01-21,Jaipur,INTEL,10000000000011,26.98
2024-01-22,Jaipur,INTEL,10000000000011,81.46
2024-01-23,Jaipur,INTEL,10000000000011,17.54
2024-01-24,Jaipur,INTEL,10000000000011,51.04
2024-01-25,Jaipur,INTEL,10000000000011,78.89
2024-01-26,Jaipur,INTEL,10000000000011,93.73
2024-01-27,Jaipur,INTEL,10000000000011,41.96
2024-01-28,Jaipur,INTEL,10000000000011,16.34
2024-01-29,Jaipur,INTEL,10000000000011,37.62
2024-01-30,Jaipur,INTEL,10000000000011,41.28
2024-01-01,Jaipur,AMD,10000000000012,21.87
2024-01-02,Jaipur,AMD,10000000000012,100.01
2024-01-03,Jaipur,AMD,10000000000012,85.82
2024-01-04,Jaipur,AMD,10000000000012,44.62
2024-01-05,Jaipur,AMD,10000000000012,38.09
2024-01-06,Jaipur,AMD,10000000000012,55.55
2024-01-07,Jaipur,AMD,10000000000012,56.15
2024-01-08,Jaipur,AMD,10000000000012,91.23
2024-01-09,Jaipur,AMD,10000000000012,70.12
2024-01-10,Jaipur,AMD,10000000000012,23.53
2024-01-11,Jaipur,AMD,10000000000012,14.22
2024-01-12,Jaipur,AMD,10000000000012,76.83
2024-01-13,Jaipur,AMD,10000000000012,82.89
2024-01-14,Jaipur,AMD,10000000000012,77.66
2024-01-15,Jaipur,AMD,10000000000012,95.84
2024-01-16,Jaipur,AMD,10000000000012,71.08
2024-01-17,Jaipur,AMD,10000000000012,67.16
2024-01-18,Jaipur,AMD,10000000000012,28.32
2024-01-19,Jaipur,AMD,10000000000012,70.91
2024-01-20,Jaipur,AMD,10000000000012,41.41
2024-01-21,Jaipur,AMD,10000000000012,97.0
2024-01-22,Jaipur,AMD,10000000000012,79.55
2024-01-23,Jaipur,AMD,10000000000012,47.63
2024-01-24,Jaipur,AMD,10000000000012,82.78
2024-01-25,Jaipur,AMD,10000000000012,83.4
2024-01-26,Jaipur,AMD,10000000000012,7.41
2024-01-27,Jaipur,AMD,10000000000012,8.15
2024-01-28,Jaipur,AMD,10000000000012,62.99
2024-01-29,Jaipur,AMD,10000000000012,38.62
2024-01-30,Jaipur,AMD,10000000000012,50.51
2024-01-01,Jaipur,INTEL,10000000000013,62.88
2024-01-02,Jaipur,INTEL,10000000000013,22.88
2024-01-03,Jaipur,INTEL,10000000000013,51.86
2024-01-04,Jaipur,INTEL,10000000000013,18.98
2024-01-05,Jaipur,INTEL,10000000000013,34.18
2024-01-06,Jaipur,INTEL,10000000000013,55.48
2024-01-07,Jaipur,INTEL,10000000000013,87.39
2024-01-08,Jaipur,INTEL,10000000000013,10.43
2024-01-09,Jaipur,INTEL,10000000000013,33.35
2024-01-10,Jaipur,INTEL,10000000000013,23.26
2024-01-11,Jaipur,INTEL,10000000000013,69.24
2024-01-12,Jaipur,INTEL,10000000000013,71.21
2024-01-13,Jaipur,INTEL,10000000000013,15.0
2024-01-14,Jaipur,INTEL,10000000000013,39.95
2024-01-15,Jaipur,INTEL,10000000000013,77.42
2024-01-16,Jaipur,INTEL,10000000000013,37.24
2024-01-17,Jaipur,INTEL,10000000000013,85.15
2024-01-18,Jaipur,INTEL,10000000000013,83.07
2024-01-19,Jaipur,INTEL,10000000000013,88.53
2024-01-20,Jaipur,INTEL,10000000000013,45.0
2024-01-21,Jaipur,INTEL,10000000000013,53.43
2024-01-22,Jaipur,INTEL,10000000000013,27.37
2024-01-23,Jaipur,INTEL,10000000000013,48.08
2024-01-24,Jaipur,INTEL,10000000000013,26.27
2024-01-25,Jaipur,INTEL,10000000000013,55.05
2024-01-26,Jaipur,INTEL,10000000000013,17.93
2024-01-27,Jaipur,INTEL,10000000000013,37.84
2024-01-28,Jaipur,INTEL,10000000000013,16.39
2024-01-29,Jaipur,INTEL,10000000000013,48.67
2024-01-30,Jaipur,INTEL,10000000000013,85.23
2024-01-01,Jaipur,INTEL,10000000000014,64.76
2024-01-02,Jaipur,INTEL,10000000000014,20.96
2024-01-03,Jaipur,INTEL,10000000000014,35.72
2024-01-04,Jaipur,INTEL,10000000000014,67.68
2024-01-05,Jaipur,INTEL,10000000000014,13.96
2024-01-06,Jaipur,INTEL,10000000000014,18.49
2024-01-07,Jaipur,INTEL,10000000000014,80.43
2024-01-08,Jaipur,INTEL,10000000000014,62.14
2024-01-09,Jaipur,INTEL,10000000000014,20.15
2024-01-10,Jaipur,INTEL,10000000000014,65.28
2024-01-11,Jaipur,INTEL,10000000000014,78.54
2024-01-12,Jaipur,INTEL,10000000000014,50.54
2024-01-13,Jaipur,INTEL,10000000000014,88.32
2024-01-14,Jaipur,INTEL,10000000000014,34.96
2024-01-15,Jaipur,INTEL,10000000000014,71.34
2024-01-16,Jaipur,INTEL,10000000000014,92.2
2024-01-17,Jaipur,INTEL,10000000000014,9.81
2024-01-18,Jaipur,INTEL,10000000000014,22.82
2024-01-19,Jaipur,INTEL,10000000000014,68.71
2024-01-20,Jaipur,INTEL,10000000000014,13.31
2024-01-21,Jaipur,INTEL,10000000000014,57.15
2024-01-22,Jaipur,INTEL,10000000000014,66.83
2024-01-23,Jaipur,INTEL,10000000000014,73.73
2024-01-24,Jaipur,INTEL,10000000000014,29.92
2024-01-25,Jaipur,INTEL,10000000000014,54.95
2024-01-26,Jaipur,INTEL,10000000000014,73.65
2024-01-27,Jaipur,INTEL,10000000000014,40.74
2024-01-28,Jaipur,INTEL,10000000000014,69.8
2024-01-29,Jaipur,INTEL,10000000000014,75.92
2024-01-30,Jaipur,INTEL,10000000000014,18.65
2024-01-01,Jaipur,AMD,10000000000015,21.15
2024-01-02,Jaipur,AMD,10000000000015,24.9
2024-01-03,Jaipur,AMD,10000000000015,59.68
2024-01-04,Jaipur,AMD,10000000000015,74.65
2024-01-05,Jaipur,AMD,10000000000015,89.96
2024-01-06,Jaipur,AMD,10000000000015,42.74
2024-01-07,Jaipur,AMD,10000000000015,65.51
2024-01-08,Jaipur,AMD,10000000000015,74.68
2024-01-09,Jaipur,AMD,10000000000015,37.06
2024-01-10,Jaipur,AMD,10000000000015,63.38
2024-01-11,Jaipur,AMD,10000000000015,86.14
2024-01-12,Jaipur,AMD,10000000000015,65.55
2024-01-13,Jaipur,AMD,10000000000015,62.5
2024-01-14,Jaipur,AMD,10000000000015,56.1
2024-01-15,Jaipur,AMD,10000000000015,76.56
2024-01-16,Jaipur,AMD,10000000000015,61.24
2024-01-17,Jaipur,AMD,10000000000015,35.4
2024-01-18,Jaipur,AMD,10000000000015,100.01
2024-01-19,Jaipur,AMD,10000000000015,73.27
2024-01-20,Jaipur,AMD,10000000000015,60.6
2024-01-21,Jaipur,AMD,10000000000015,28.81
2024-01-22,Jaipur,AMD,10000000000015,57.39
2024-01-23,Jaipur,AMD,10000000000015,77.83
2024-01-24,Jaipur,AMD,10000000000015,35.67
2024-01-25,Jaipur,AMD,10000000000015,93.79
2024-01-26,Jaipur,AMD,10000000000015,23.07
2024-01-27,Jaipur,AMD,10000000000015,58.01
2024-01-28,Jaipur,AMD,10000000000015,25.9
2024-01-29,Jaipur,AMD,10000000000015,82.4
2024-01-30,Jaipur,AMD,10000000000015,25.73
2024-01-01,Jaipur,AMD,10000000000016,75.08
2024-01-02,Jaipur,AMD,10000000000016,14.97
2024-01-03,Jaipur,AMD,10000000000016,91.65
2024-01-04,Jaipur,AMD,10000000000016,56.81
2024-01-05,Jaipur,AMD,10000000000016,18.67
2024-01-06,Jaipur,AMD,10000000000016,48.84
2024-01-07,Jaipur,AMD,10000000000016,75.49
2024-01-08,Jaipur,AMD,10000000000016,22.77
2024-01-09,Jaipur,AMD,10000000000016,42.55
2024-01-10,Jaipur,AMD,10000000000016,41.62
2024-01-11,Jaipur,AMD,10000000000016,56.35
2024-01-12,Jaipur,AMD,10000000000016,31.06
2024-01-13,Jaipur,AMD,10000000000016,79.0
2024-01-14,Jaipur,AMD,10000000000016,11.31
2024-01-15,Jaipur,AMD,10000000000016,47.37
2024-01-16,Jaipur,AMD,10000000000016,56.43
2024-01-17,Jaipur,AMD,10000000000016,80.62
2024-01-18,Jaipur,AMD,10000000000016,51.51
2024-01-19,Jaipur,AMD,10000000000016,52.21
2024-01-20,Jaipur,AMD,10000000000016,46.87
2024-01-21,Jaipur,AMD,10000000000016,84.7
2024-01-22,Jaipur,AMD,10000000000016,99.5
2024-01-23,Jaipur,AMD,10000000000016,68.34
2024-01-24,Jaipur,AMD,10000000000016,97.25
2024-01-25,Jaipur,AMD,10000000000016,26.12
2024-01-26,Jaipur,AMD,10000000000016,17.2
2024-01-27,Jaipur,AMD,10000000000016,56.26
